Page,URL,Rect,Context
1,https://aka.ms/o0ukef,"(72.08815002441406, 158.65057373046875, 132.8660125732422, 167.85931396484375)",Obtener Outlook para iOS
1,https://busquedas.elperuano.pe/dispositivo/NL/2382592-1,"(101.55620574951172, 470.520751953125, 216.9727325439453, 480.34344482421875)","an Anual de Contrataciones 2025 en el marco mento. (El Peruano, Normas Legales)"
1,https://busquedas.elperuano.pe/dispositivo/NL/2382651-1,"(270.99749755859375, 509.8114929199219, 386.4140319824219, 519.6342163085938)","q p p e las bases estándar para los procedimientos blicas. (El Peruano, Normas Legales)"
1,https://gestion.pe/economia/gobierno-peruano-usuarios-podran-obtener-nuevas-facturaciones-ante-cobros-excesivos-en-sus-recibos-de-agua-potable-congreso-tarifas-de-agua-sunass-noticia/,"(327.4779357910156, 665.74658203125, 358.1737976074219, 675.5692749023438)","o de Calidad de la Prest cación. (Gestión, Infoba"
1,https://www.infobae.com/peru/2025/03/20/usuarios-ya-no-pagaran-mas-por-lecturas-excesivas-en-recibo-de-agua-en-que-casos/,"(363.6990661621094, 665.74658203125, 393.1671447753906, 675.5692749023438)","q p ad de la Prestación de Gestión, Infobae, Congr"
1,https://comunicaciones.congreso.gob.pe/noticias/publican-leyes-a-favor-de-usuarios-de-servicio-de-agua-potable-y-de-personal-del-mp/,"(398.6923828125, 665.74658203125, 506.741943359375, 675.5692749023438)","q p p Prestación de los Servicios de Saneamient nfobae, Congreso Comunicaciones)"
1,https://www.facebook.com/watch/?v=1141007457824138,"(97.25878143310547, 730.8218994140625, 168.47323608398438, 740.64453125)","g i, a fin de advertir la posible afecta manga. (Radar Informativo, Manifie"
1,https://www.facebook.com/manifiestoAyacucho/posts/1059764002842924,"(173.99850463867188, 730.8218994140625, 256.2634582519531, 740.64453125)","g g a posible afectación de la dotación de mativo, Manifiesto Ayacucho)"
1,https://www.facebook.com/share/p/15PsKGBm7P/,"(490.1661071777344, 786.074462890625, 530.6846923828125, 795.8971557617188)",g g ad y adecuada cativo. (Manifiesto
1,https://www.facebook.com/share/p/15PsKGBm7P/,"(45.075775146484375, 795.8971557617188, 84.36651611328125, 805.7198486328125)","p q cloración en los c Ayacucho, Ojos d"
1,https://www.facebook.com/share/p/1HkH27EWtA/,"(89.2778549194336, 795.8971557617188, 161.10621643066406, 805.7198486328125)","q ración en los colegios, en el marco acucho, Ojos de la Ciudad, Chano"
1,https://www.facebook.com/share/p/1AMm48BaNK/,"(166.01756286621094, 795.8971557617188, 268.5418395996094, 805.7198486328125)","g p os, en el marco del inicio del año escolar Ciudad, Chano Noticias Ayacucho, Willay"
1,https://www.facebook.com/share/p/1NZiTzQJAC/,"(273.4531555175781, 795.8971557617188, 326.2500915527344, 805.7198486328125)","p el año escolar 2025 y como p acucho, Willay Qosqo)"
2,https://sunassgobpe-my.sharepoint.com/:i:/g/personal/esosa_sunass_gob_pe/EcoOkeHPHaVGgQw8WHOa9S8BdzGNgTIo_xo_M9barKulvA?e=a5GOXg,"(479.7295227050781, 65.948974609375, 537.4378051757812, 75.7716064453125)","p p mueve el regulador, con el velica. (Diario Primicia,"
2,https://www.facebook.com/permalink.php?story_fbid=pfbid0rQST59sdUboeryHd8ePCsBg4Pv4ujzrym4yc7o8EM1cUAK5kJmUu7qYCQCd8ygCgl&id=100063616446639,"(45.075775146484375, 75.7716064453125, 111.37889099121094, 85.5943603515625)","p fin de contribuir a la segu Reporteros Perú, Anota."
2,https://www.facebook.com/permalink.php?story_fbid=pfbid0MFebvghxJJBesJn3kr3JdT8WUNdi5BBJHMqCiMuoyGJSx9mE2fTwJoSEQwtUq1PJl&id=100064089484737,"(116.29023742675781, 75.7716064453125, 152.51138305664062, 85.5943603515625)","p y tribuir a la seguridad hídr s Perú, Anota.pe, Más N"
2,https://www.facebook.com/permalink.php?story_fbid=pfbid0ksMy4YbKuisPWgL1UwSVRgsNDSQ18Z9oujTu58sEXikBoqfHENtHgYm2AtTMunNXl&id=100065273659654,"(157.4227294921875, 75.7716064453125, 208.99180603027344, 85.5943603515625)","y g seguridad hídrica para la sos ota.pe, Más Noticias, Digital"
2,https://www.facebook.com/permalink.php?story_fbid=pfbid02gFU88wguMCR94W3NkDS65we5cMP4GHJQYDTHC2WKkE8arjSzPtEtXaM9oayxV2SHl&id=61559613183648,"(213.90313720703125, 75.7716064453125, 264.244384765625, 85.5943603515625)","g q ica para la sostenibilidad de oticias, Digital Press, Agua &"
2,https://www.facebook.com/permalink.php?story_fbid=pfbid023ACyDznSrAs8S9f1JGyNBF7ioBY71vACapSEFWT4iatKU2U7oHPJ5SqQfmQqcnXl&id=100072108931277,"(269.1557312011719, 75.7716064453125, 339.1423645019531, 85.5943603515625)","q stenibilidad del agua potable en la Press, Agua & Ambiente, Verde."
2,https://www.facebook.com/permalink.php?story_fbid=pfbid023hbD5itWvgphi4XcReuvNtFDiFR8LYm7Vjnvwonf8Z3r8hKbFcHBtrPVy3Wbvt9Ll&id=100062993063417,"(344.0537109375, 75.7716064453125, 379.66094970703125, 85.5943603515625)","a potable en la ciudad d biente, Verde.pe)"
2,https://www.cheleloyborolas.com/index.php?option=com_content&view=article&id=72689:sunass-y-direccion-regional-de-educacion-de-pasco-amplian-convenio-para-promover-valoracion-del-agua-potable&catid=10&Itemid=103,"(143.91653442382812, 140.84686279296875, 214.51707458496094, 150.66961669921875)","g ( ucativo (PE) del regulador en los miento. (Chelelo y Borolas, Sector"
2,https://www.facebook.com/share/p/14rRov2nYx/,"(219.42840576171875, 140.84686279296875, 317.6552429199219, 150.66961669921875)","( ) p gulador en los colegios de la región a fin orolas, Sector Educación Pasco, La Red"
2,https://www.facebook.com/share/p/16EbyRFvD2/,"(322.56658935546875, 140.84686279296875, 398.6923828125, 150.66961669921875)","p la región a fin de fomentar la valor Pasco, La Red Informativa, Primer"
2,https://www.facebook.com/share/p/1EcaKbnttE/,"(403.6037292480469, 140.84686279296875, 464.9955139160156, 150.66961669921875)","p mentar la valoración de los serv mativa, Primera Noticia, Revist"
2,https://www.facebook.com/share/p/161VJC4HQZ/,"(469.9068298339844, 140.84686279296875, 529.4568481445312, 150.66961669921875)","p ión de los servicios de agua Noticia, Revista Creser,"
2,https://sunassgobpe-my.sharepoint.com/:b:/g/personal/sramos_sunass_gob_pe/EQodbA2b3y1OmxZbH25krkYBK_Ol_9aOMEYXkld_-AqT-Q?e=c2dSLV,"(45.075775146484375, 150.66961669921875, 76.99949645996094, 160.49224853515625)",g potable y sanea Primicia)
2,https://hytimes.pe/2025/03/20/juntas-de-agua-potable-piden-que-se-deroguen-leyes-que-creen-facilita-la-privatizacion-del-agua/,"(417.10992431640625, 298.62371826171875, 492.6217956542969, 308.4464111328125)","p señalan, la norma autoriza a las miento. (HuancaYork Times)"
2,https://cooperaccion.org.pe/nulidad-o-suspension-del-proyecto-ariana-nueva-audiencia-judicial-definira-futuro-del-agua-para-lima/,"(149.44178771972656, 367.382568359375, 205.92222595214844, 377.2052307128906)",g l próximo viernes 28 de marzo lanza. (CooperAcción)
2,https://www.gob.pe/institucion/contraloria/noticias/1129529-contraloria-recomienda-adoptar-medidas-correctivas-ante-deficiencias-en-obra-de-agua-potable-de-gregorio-pita,"(498.1470642089844, 416.4959716796875, 542.34912109375, 426.3186340332031)","j ueva Esperanza, a obra. (Contraloría)"
2,https://ladecana.pe/las-obras-de-saneamiento-en-convenio-con-el-bid-no-estan-en-la-misma-situacion-analizan-dirigentes-en-juliaca/,"(501.2166748046875, 455.7867126464844, 544.8048095703125, 465.609375)","g a, en función al MVCS. (La Decana)"
2,https://andina.pe/agencia/noticia-san-martin-4-casas-destruidas-deja-colapso-terreno-moyobamba-lluvias-intensas-1022937.aspx,"(291.8706970214844, 504.9001159667969, 320.1109313964844, 514.7227783203125)","y ria (BAH), así como co zona. (Andina)"
2,https://www.americatv.com.pe/noticias/actualidad/sedapal-desmiente-defensoria-y-descarta-crisis-agua-n504158,"(316.4273986816406, 563.8363037109375, 349.5789794921875, 573.658935546875)","q enido trabajando sin pro ídrico. (América, Canal"
2,https://canaln.pe/actualidad/nuevo-presidente-sedapal-descarta-desabastecimiento-agua-n481821,"(354.49029541015625, 563.8363037109375, 387.0279541015625, 573.658935546875)","q p bajando sin problemas”, mérica, Canal N, Correo"
2,https://diariocorreo.pe/edicion/lima/nuevo-presidente-de-sedapal-asegura-que-el-abastecimiento-de-agua-en-lima-y-callao-esta-garantizado-noticia/,"(391.9393005371094, 563.8363037109375, 419.5655822753906, 573.658935546875)","p n problemas”, indicó K anal N, Correo)"
2,https://www.gob.pe/institucion/vivienda/noticias/1129513-ministerio-de-vivienda-autoriza-transferencia-de-mas-de-s-500-mil-para-garantizar-servicio-de-agua-potable-y-saneamiento-en-loreto,"(435.5274658203125, 673.1136474609375, 469.9068298339844, 682.936279296875)","g p e la EPS Sedaloreto, pa Loreto. (Vivienda)"
2,https://www.gob.pe/institucion/vivienda/noticias/1129819-ministerio-de-vivienda-fomenta-el-reuso-de-las-aguas-residuales-a-traves-de-la-gestion-municipal-en-distritos-de-lima,"(105.23971557617188, 751.6951293945312, 139.61911010742188, 761.5177612304688)",p el alcalde Carlos Canale otable. (Vivienda)
2,https://www.gob.pe/institucion/vivienda/noticias/1129177-ministerio-de-vivienda-impulsa-normas-y-reglamentos-para-mejorar-la-gestion-de-las-aguas-de-lluvia-a-traves-de-obras-de-drenaje-pluvial,"(442.280517578125, 800.8084716796875, 476.6599426269531, 810.6311645507812)",(MVCS) viene elaboran entes. (Vivienda) 8535& i l f 1827208
3,https://www.construccionyvivienda.com/2025/03/20/establecen-nuevos-estandares-de-competencia-laboral-sobre-gestion-del-agua-y-saneamiento/,"(266.0861511230469, 67.7906494140625, 362.47125244140625, 77.6134033203125)",p g y a medida busca fortalecer las capacidad uanos. (Construcción y Vivienda)
3,http://imacorpplataforma.com/wp-content/uploads/2025/03/GESTION-ECONOMIA-15-INVASIONES-HASTA-EL-2021-SERIAN-FORMALIZADAS-20-03-2025.jpg,"(309.0603942871094, 126.726806640625, 339.75628662109375, 136.5494384765625)","y p N° 31056, que amplía zación. (Gestión)"
3,http://imacorpplataforma.com/wp-content/uploads/2025/03/EL-COMERCIO-OPINION-19-DESHIDRATACION-PELIGROSA-20-03-2025.jpg,"(190.57427978515625, 185.662841796875, 239.68768310546875, 195.48553466796875)","ua todos los días, lo que las des…"". (El Comercio, El Com"
3,https://elcomercio.pe/opinion/columnistas/agua-potable-pobreza-deshidratacion-peligrosa-por-urpi-torrado-noticia/,"(244.59902954101562, 185.662841796875, 293.7124328613281, 195.48553466796875)","días, lo que las obliga a alma mercio, El Comercio)"
3,http://imacorpplataforma.com/wp-content/uploads/2025/03/GESTION-BAJO-LA-LUPA-10-COMO-NOS-ENCUENTRA-EL-NUEVO-ANO-ESCOLAR-20-03-2025.jpg,"(319.49700927734375, 234.7762451171875, 350.1929016113281, 244.5989990234375)","imas condiciones, la bre tor…”. (Gestión)"
3,http://imacorpplataforma.com/wp-content/uploads/2025/03/DIARIO-UNO-OPINION-6-GOBERNANZA-INTEGRAL-Y-DEMOCRATICA-DEL-AGUA-20-03-2025.jpg,"(288.18719482421875, 283.8897705078125, 331.16143798828125, 293.71240234375)",g o por parte de todos sus u ico…”. (Diario Uno)
3,http://imacorpplataforma.com/wp-content/uploads/2025/03/EL-PERUANO-ECONOMIA-11-PERU-LIDERARA-INDUSTRIA-DEL-HIDROGENO-VERDE-20-03-2025-scaled.jpg,"(523.3176879882812, 412.1984558105469, 531.298583984375, 422.021240234375)",ón se realiza no futuro. (El
3,http://imacorpplataforma.com/wp-content/uploads/2025/03/EL-PERUANO-ECONOMIA-11-PERU-LIDERARA-INDUSTRIA-DEL-HIDROGENO-VERDE-20-03-2025-scaled.jpg,"(45.075775146484375, 422.021240234375, 79.4551773071289, 431.8439025878906)","solo pensando e Peruano, Gestió"
3,http://imacorpplataforma.com/wp-content/uploads/2025/03/GESTION-ECONOMIA-14-PROYECTO-DE-HIDROGENO-VERDE-ARRANCARIA-CONSTRUCCION-EN-2026-20-03-2025.jpg,"(84.36651611328125, 422.021240234375, 115.0624008178711, 431.8439025878906)","lo pensando en el crec eruano, Gestión)"
3,http://imacorpplataforma.com/wp-content/uploads/2025/03/EL-PERUANO-ECONOMIA-10-IMPULSAN-USO-EFICIENTE-DE-RECURSOS-NATURALES-20-03-2025-scaled.jpg,"(251.966064453125, 557.6969604492188, 296.16815185546875, 567.5195922851562)",j e permitirá un uso más efic ntre sí. (El Peruano)
3,http://imacorpplataforma.com/wp-content/uploads/2025/03/EL-PERUANO-ECONOMIA-11-PROINVERSION-Y-REINO-UNIDO-FOMENTARAN-LAS-APP-20-03-2025.jpg,"(97.25878143310547, 606.8104248046875, 142.0747833251953, 616.6331176757812)",j ósito de fomentar el desarro danía. (El Peruano)
