Page,URL,Rect,Context
1,https://aka.ms/o0ukef,"(72.08815002441406, 158.65057373046875, 132.8660125732422, 167.85931396484375)",Obtener Outlook para iOS
1,https://busquedas.elperuano.pe/dispositivo/NL/2386179-1,"(106.4675521850586, 470.520751953125, 221.27017211914062, 480.34344482421875)","y y q mento de Huánuco, así como su desarrollo p ídrico. (El Peruano, Normas Legales)"
1,https://busquedas.elperuano.pe/dispositivo/NL/2386044-1,"(59.19588851928711, 499.98876953125, 173.99850463867188, 509.8114929199219)","Otass. Resolución de Presidencia Ejecu A. (El Peruano, Normas Legales)"
1,https://busquedas.elperuano.pe/dispositivo/NL/2386175-1,"(76.99949645996094, 529.4568481445312, 191.80210876464844, 539.279541015625)","Otass. Resolución de Presidencia Ejecutiva Otass. (El Peruano, Normas Legales)"
1,https://sunassgobpe-my.sharepoint.com/personal/esosa_sunass_gob_pe/_layouts/15/onedrive.aspx?ct=1692131206266&or=OWA%2DNT&ga=1&CT=1743427283615&OR=OWA%2DNT%2DMail&CID=b4de7fd2%2Dc046%2D9613%2De57e%2D3a7fa0e0ad6f&id=%2Fpersonal%2Fesosa%5Fsunass%5Fgob%5Fpe%2FDocuments%2FCompartido%2FEvidencias%5F2023%2D2024%2FPuno%2F2025%2E03%2E31%2E%20Prensa%5FMedici%C3%B3n%20de%20cloro%20residual%5Fdiario%20Sin%20Fronteras%2Epng&parent=%2Fpersonal%2Fesosa%5Fsunass%5Fgob%5Fpe%2FDocuments%2FCompartido%2FEvidencias%5F2023%2D2024%2FPuno,"(256.8774108886719, 643.6455078125, 337.30059814453125, 653.46826171875)","g p tó bajos niveles del cloro residual en uliaca. (Diario Sin Fronteras, radio O a, Pachamama, Pachamama, Pach"
1,https://www.facebook.com/share/p/1HcKS3Gx1K/,"(342.2119445800781, 643.6455078125, 406.05938720703125, 653.46826171875)","oro residual en el agua potable nteras, radio Onda Azul, Onda A hamama, Pachamama noticias,"
1,https://radioondaazul.com/alertan-baj-cloro-en-agua-potable-en-instituciones-educativas-de-ayaviri-azangaro-huancane-y-juliaca/?fbclid=IwY2xjawJWnrhleHRuA2FlbQIxMQABHaQD7ukoG0DWYIcfJUCdgiBa8RAEn_4_ZxWSZ-mAUuQ-UsNa_y9RQV6gkQ_aem_gRVKasBv2OWAuMGJfWxIgQ,"(410.97076416015625, 643.6455078125, 452.7171325683594, 653.46826171875)","p agua potable de institucio da Azul, Onda Azul, Onda A ama noticias, Exitosa, La"
1,https://www.facebook.com/share/p/14SYgaCf1E/,"(457.62847900390625, 643.6455078125, 499.3748779296875, 653.46826171875)","p le de instituciones educati a Azul, Onda Azul, Onda A s, Exitosa, La Decana, rad"
1,https://sunassgobpe-my.sharepoint.com/personal/esosa_sunass_gob_pe/_layouts/15/stream.aspx?id=%2Fpersonal%2Fesosa_sunass_gob_pe%2FDocuments%2FCompartido%2FEvidencias_2023-2024%2FPuno%2F2025.03.31.+Radio_medici%C3%B3nd+el+cloro+residual+en+IE_radio+Onda+Azul.mp4&referrer=StreamWebApp.Web&referrerScenario=AddressBarCopied.view.c179d081-d4c0-419e-aa59-489b46f3adae,"(504.2862243652344, 643.6455078125, 546.0326538085938, 653.46826171875)","ciones educativas a Azul, Onda Azul La Decana, radio La"
1,https://sunassgobpe-my.sharepoint.com/personal/esosa_sunass_gob_pe/_layouts/15/stream.aspx?id=%2Fpersonal%2Fesosa_sunass_gob_pe%2FDocuments%2FCompartido%2FEvidencias_2023-2024%2FPuno%2F2025.03.31.+Radio_medici%C3%B3nd+el+cloro+residual+en+IE_radio+Onda+Azul.mp4&referrer=StreamWebApp.Web&referrerScenario=AddressBarCopied.view.c179d081-d4c0-419e-aa59-489b46f3adae,"(45.075775146484375, 653.46826171875, 75.77165985107422, 663.2908935546875)","ubicadas en Ay noticias, radio P Decana, La Dec"
1,https://www.facebook.com/share/p/1ALx52Xvrk/,"(80.6830062866211, 653.46826171875, 153.7392120361328, 663.2908935546875)","( bicadas en Ayaviri, Azángaro, Hua oticias, radio Pachamama, radio P Decana, La Decana noticias, El Bu"
1,https://www.facebook.com/share/p/1JJDD9PRtW/,"(158.6505584716797, 653.46826171875, 231.70677185058594, 663.2908935546875)","( ) j Azángaro, Huancané y Juliaca. (D mama, radio Pachamama, Pacha noticias, El Buho.pe, La Lupa, El O"
1,https://pachamamaradio.org/sunass-alerta-sobre-agua-no-segura-en-colegios/?fbclid=IwZXh0bgNhZW0CMTEAAR2vasT2SSuFlGJzrEb2ca4pIBY_EPXMRGBSQiLZFNjs94oO6GMkylXXLik_aem_VXrP0tKSejRZ92rADre4ug,"(236.61810302734375, 653.46826171875, 290.0289611816406, 663.2908935546875)","j é y Juliaca. (Diario Sin Fronte mama, Pachamama, Pacham , La Lupa, El Objetivo.pe, El"
1,https://www.facebook.com/share/p/14fBwMqvz3/,"(292.484619140625, 653.46826171875, 342.82586669921875, 663.2908935546875)","Diario Sin Fronteras, radio On mama, Pachamama, Pacha Objetivo.pe, El Objetivo, HBA"
1,https://sunassgobpe-my.sharepoint.com/personal/esosa_sunass_gob_pe/_layouts/15/stream.aspx?id=%2Fpersonal%2Fesosa%5Fsunass%5Fgob%5Fpe%2FDocuments%2FCompartido%2FEvidencias%5F2023%2D2024%2FPuno%2F2025%2E03%2E31%2E%20Radio%5Fmedici%C3%B3n%20de%20cloro%20en%20IE%5FPachamama%20radio%2Emp4&referrer=StreamWebApp%2EWeb&referrerScenario=AddressBarCopied%2Eview%2Eff40bfe8%2D5b67%2D4d6d%2Da9ca%2Df365471e535e,"(347.7372131347656, 653.46826171875, 431.2300109863281, 663.2908935546875)","g p teras, radio Onda Azul, Onda Azul, O mama, Pachamama noticias, Exitos l Objetivo, HBA Noticias, Puno Notici"
1,https://www.facebook.com/share/p/16CKkmdjwe/,"(436.7552795410156, 653.46826171875, 466.22332763671875, 663.2908935546875)","p , Onda Azul, Onda Azu oticias, Exitosa, La Dec s, Puno Noticias.pe, N"
1,https://ladecana.pe/sunass-alerta-sobre-bajos-niveles-de-cloro-en-agua-potable-de-colegios-en-puno/,"(471.1346740722656, 653.46826171875, 514.7228393554688, 663.2908935546875)","Azul, Onda Azul, Onda Azul Exitosa, La Decana, radio L Noticias.pe, Noticias en"
1,https://www.facebook.com/share/p/19WSWyG9bv/,"(519.6342163085938, 653.46826171875, 552.1718139648438, 663.2908935546875)","zul, Onda Azul ecana, radio La Noticias en"
1,https://www.facebook.com/share/p/19WSWyG9bv/,"(45.075775146484375, 663.2908935546875, 76.38558197021484, 673.1136474609375)","y noticias, radio P Decana, La Dec Agenda.pe, Nue"
1,https://sunassgobpe-my.sharepoint.com/personal/esosa_sunass_gob_pe/_layouts/15/stream.aspx?id=%2Fpersonal%2Fesosa%5Fsunass%5Fgob%5Fpe%2FDocuments%2FCompartido%2FEvidencias%5F2023%2D2024%2FPuno%2F2025%2E03%2E31%2E%20Radio%5Fmedici%C3%B3n%20de%20cloro%20en%20IIEE%5Fradio%20La%20Decana%2Emp4&referrer=StreamWebApp%2EWeb&referrerScenario=AddressBarCopied%2Eview%2E2a5a51fd%2D0e57%2D45d8%2Dab9f%2D24b51ec3c18e,"(81.29692077636719, 663.2908935546875, 158.03663635253906, 673.1136474609375)","y g oticias, radio Pachamama, radio Pa ecana, La Decana noticias, El Buh genda.pe, Nueva Tv Nacional, Un"
1,https://elbuho.pe/2025/03/puno-sunass-detecta-bajos-niveles-de-cloro-en-agua-potable-de-instituciones-educativas/,"(162.94798278808594, 663.2908935546875, 206.5361328125, 673.1136474609375)","g y mama, radio Pachamama, oticias, El Buho.pe, La Lup Nacional, Un Poquito de T"
1,https://lalupa.pe/tag/aguapotable,"(212.0614013671875, 663.2908935546875, 244.59902954101562, 673.1136474609375)","y ( Pachamama, Pachama uho.pe, La Lupa, El Obje n Poquito de Todo, Cen"
1,https://www.facebook.com/share/p/15yaoefUeE/,"(249.5103759765625, 663.2908935546875, 305.37689208984375, 673.1136474609375)","( ma, Pachamama, Pachamam a Lupa, El Objetivo.pe, El Obje de Todo, Central Informativa"
1,https://www.elobjetivo.pe/puno-sunass-detecta-bajos-niveles-de-cloro-en-agua-potable-de-instituciones-educativas/?fbclid=IwY2xjawJWndVleHRuA2FlbQIxMQABHSTYpLiGTQ4jfzPu1odsjrCHZK2-5FDCK1tA_W5X_JxBP6ZK1K3eEaUrAQ_aem_0WPszi6dMEaODGQQoCpC3A,"(310.2882385253906, 663.2908935546875, 353.87640380859375, 673.1136474609375)","ma, Pachamama, Pachama tivo.pe, El Objetivo, HBA N ral Informativa del Sur, Enl"
1,https://m.facebook.com/story.php?story_fbid=pfbid02kwWvo5gufiJdaZU1vGi1Rxj7zwbLjrZ73T4TV4BB4CwuTSx4whKC2VyMUVGnTodXl&id=100064333165887&mibextid=Nif5oz,"(358.7877502441406, 663.2908935546875, 411.58465576171875, 673.1136474609375)","ama, Pachamama noticias, E bjetivo, HBA Noticias, Puno N va del Sur, Enlace Regional P"
1,https://m.facebook.com/story.php?story_fbid=pfbid0bwVaTYxMVdozNTMSUtX7ZTmjXEJ1687u86tZegfKCwQxwWRzqd7QMCD5LpPDrGiyl&id=100057332054648&mibextid=Nif5oz,"(416.4960021972656, 663.2908935546875, 484.640869140625, 673.1136474609375)","ma noticias, Exitosa, La Decana oticias, Puno Noticias.pe, Noticia ace Regional Puno, radio Excele"
1,https://m.facebook.com/story.php?story_fbid=pfbid02S7rRiSzqXWVZyzD7abKfLXKEdAXweSGjWWd8iPyteHJcvGVsk3vm3kE8qWN3xCM8l&id=100063788400466&mibextid=Nif5oz,"(489.5522155761719, 663.2908935546875, 534.3681640625, 673.1136474609375)","sa, La Decana, radio La cias.pe, Noticias en , radio Excelente,"
1,https://m.facebook.com/story.php?story_fbid=pfbid02S7rRiSzqXWVZyzD7abKfLXKEdAXweSGjWWd8iPyteHJcvGVsk3vm3kE8qWN3xCM8l&id=100063788400466&mibextid=Nif5oz,"(45.075775146484375, 673.1136474609375, 88.66393280029297, 682.936279296875)","Decana, La Decan Agenda.pe, Nueva Azángaro al Día, ra"
1,https://www.facebook.com/share/p/16VHcjc5Np/,"(93.57527923583984, 673.1136474609375, 169.70108032226562, 682.936279296875)","ana, La Decana noticias, El Buho.p nda.pe, Nueva Tv Nacional, Un Po ngaro al Día, radio San Agustín, Mi"
1,https://www.facebook.com/share/p/1KuFS7nFAt/,"(174.61241149902344, 673.1136474609375, 253.8077850341797, 682.936279296875)","cias, El Buho.pe, La Lupa, El Objetiv acional, Un Poquito de Todo, Centra an Agustín, Mi Llaqta, Juliaca al Día"
1,https://www.facebook.com/share/p/18aiATP45N/,"(258.7191467285156, 673.1136474609375, 365.54083251953125, 682.936279296875)","Lupa, El Objetivo.pe, El Objetivo, HBA Noti e Todo, Central Informativa del Sur, Enlace , Juliaca al Día, radio Tv Exclusiva, Andina"
1,https://www.facebook.com/share/p/18nqpXwDgn/,"(370.4521789550781, 673.1136474609375, 459.4702453613281, 682.936279296875)","tivo, HBA Noticias, Puno Noticias.pe, del Sur, Enlace Regional Puno, radio E clusiva, Andina Noticias Puno, Míralo A"
1,https://www.facebook.com/share/p/16K1tX4mZP/,"(464.381591796875, 673.1136474609375, 527.001220703125, 682.936279296875)","o Noticias.pe, Noticias en l Puno, radio Excelente, Puno, Míralo Aquí, Noticias"
1,https://www.facebook.com/share/p/18g5TnJrnN/,"(45.075775146484375, 682.936279296875, 109.53713989257812, 692.7589721679688)","Agenda.pe, Nueva Tv N Azángaro al Día, radio S del Sur Juliaca)"
1,https://www.facebook.com/share/p/18vkE5qKhS/,"(114.44847869873047, 682.936279296875, 185.66293334960938, 692.7589721679688)","p e, Nueva Tv Nacional, Un Poquito al Día, radio San Agustín, Mi Llaq uliaca)"
1,https://www.facebook.com/share/p/15DyFph8qs/,"(190.57427978515625, 682.936279296875, 227.4093475341797, 692.7589721679688)","p p nal, Un Poquito de Todo, Agustín, Mi Llaqta, Juliaca"
1,https://www.facebook.com/share/p/15rvXYMGD2/,"(232.3206787109375, 682.936279296875, 286.345458984375, 692.7589721679688)","p j p quito de Todo, Central Informa Llaqta, Juliaca al Día, radio T"
1,https://www.facebook.com/share/p/18aCKp3gtR/,"(291.25677490234375, 682.936279296875, 364.31298828125, 692.7589721679688)","j p j Central Informativa del Sur, Enlace al Día, radio Tv Exclusiva, Andina"
1,https://www.facebook.com/share/p/18dF4buNeC/,"(369.2243347167969, 682.936279296875, 455.1728210449219, 692.7589721679688)","p del Sur, Enlace Regional Puno, radio clusiva, Andina Noticias Puno, Míralo"
1,https://www.facebook.com/share/p/1Beuw7cFoP/,"(460.0841369628906, 682.936279296875, 506.12799072265625, 692.7589721679688)","p al Puno, radio Excelente, s Puno, Míralo Aquí, Noticia"
1,https://www.facebook.com/share/p/1AJv9g14Bm/,"(511.0393371582031, 682.936279296875, 542.9630737304688, 692.7589721679688)","o Excelente, o Aquí, Noticias"
1,https://www.facebook.com/share/p/1AJv9g14Bm/,"(45.075775146484375, 692.7589721679688, 104.01187896728516, 702.5816650390625)","g p Azángaro al Día, radio del Sur Juliaca)"
2,https://panamericana.pe/buenosdiasperu/locales/439096-casas-negocios-rimac-inundados-rotura-tuberia-8-meses-rompio,"(48.14536666870117, 38.3226318359375, 118.74590301513672, 48.14532470703125)","viviendas afectadas y gen (Panamericana.pe, RPP.p"
2,https://rpp.pe/lima/actualidad/rimac-rotura-de-tuberia-provoca-inundacion-de-5-cuadras-en-la-avenida-amancaes-noticia-1625447,"(123.65724182128906, 38.3226318359375, 153.7392120361328, 48.14532470703125)","ectadas y generando in ana.pe, RPP.pe)"
2,https://prensaregional.pe/nuevo-aniego-en-upis-alto-ilo-afecta-viviendas-e-infraestructura/,"(72.70207977294922, 97.2587890625, 139.00518798828125, 107.0814208984375)",g que la rotura de la tubería afect lugar. (Prensa Regional)
2,https://www.facebook.com/share/v/196wdojvfd/,"(483.41302490234375, 166.01751708984375, 512.8810424804688, 175.84027099609375)",ubería. (Exitosa)
2,https://tudiariohuanuco.pe/actualidad/ptar-huanuco-depende-de-evaluacion-de-terrenos-por-vivienda-y-de-una-ordenanza-regional/,"(153.12530517578125, 215.13092041015625, 189.34645080566406, 224.95367431640625)","p og, y, por otro, a que el C gional. (Tu Diario)"
2,https://macronorte.pe/2025/03/31/incapacidad-sedalib-pide-autorizacion-para-votar-el-desague-al-mar/,"(233.5485076904297, 264.24432373046875, 279.59234619140625, 274.06707763671875)","TAR El Tablazo, ha originad anejar. (Macronorte, Día a D"
2,https://diaadiatrujillo.pe/2025/03/30/sedalib-reporta-desborde-de-planta-de-tratamiento-de-aguas-residuales-el-tablazo/,"(284.503662109375, 264.24432373046875, 350.80682373046875, 274.06707763671875)","g g zo, ha originado que su capacida onorte, Día a Día Trujillo, El Nue"
2,https://www.ellider.pe/desborde-de-ptar-el-tablazo-exige-involucramiento-de-todos/,"(355.7181396484375, 264.24432373046875, 415.2681579589844, 274.06707763671875)","g ue su capacidad de almacenam Trujillo, El Nuevo Líder)"
2,https://www.trujilloenlinea.pe/noticias/locales/28/03/2025/alcalde-reyna-hay-inminente-riesgo-de-que-sigan-colapsando-redes-de-agua,"(273.4531555175781, 313.35784912109375, 337.30059814453125, 323.18048095703125)",orando. Hay que dejar las terce íguez. (Trujillo en Línea)
2,https://undiario.pe/2025/03/31/mas-de-8-meses-y-no-resuelven-reclamo-de-usuaria-por-exceso-de-cobro-de-agua-potable,"(361.243408203125, 382.1165466308594, 410.3568115234375, 391.939208984375)","ass, en septiembre de 2024, dades. (UNDiario.pe)"
2,https://undiario.pe/2025/03/31/informe-de-sunass-confirma-condicion-de-irregular-del-sistema-de-saneamiento-de-spll-y-formula-observaciones,"(245.82684326171875, 431.2299499511719, 294.9402770996094, 441.052734375)",e los sistemas de saneamien ueblo. (UNDiario.pe)
2,https://noticiaspiura30.pe/vecinos-aledanos-al-exterminal-pesquero-exigen-erradicar-basurales-y-colapso-de-desagues/,"(48.14536666870117, 490.1661071777344, 104.01187896728516, 499.98876953125)",establecimientos que c (Noticias Piura)
2,https://walac.pe/rotura-de-canal-huaypira-suspende-temporalmente-funcionamiento-de-ptap-lancones/,"(435.5274658203125, 529.4568481445312, 460.0841369628906, 539.279541015625)",canal Huaypirá provoc Grau. (Walac)
2,https://www.facebook.com/Exitosanoticias/videos/690625966807971,"(441.6666259765625, 603.7408447265625, 471.74859619140625, 613.5634765625)",oco observó la colocaci presó. (Exitosa)
2,https://andina.pe/agencia/noticia-construccion-reto-cerrar-las-brechas-infraestructura-1024275.aspx,"(250.12429809570312, 760.2898559570312, 277.7506103515625, 770.112548828125)","ersonas que no accede rillado. (Andina, El Per"
2,http://imacorpplataforma.com/wp-content/uploads/2025/03/EL-PERUANO-ECONOMIKA-6-CONSTRUCCION-EL-RETO-DE-CERRAR-LAS-BRECHAS-31-06-2025.jpg,"(282.66192626953125, 760.2898559570312, 327.4779357910156, 770.112548828125)","que no acceden al agua po Andina, El Peruano)"
3,https://www.gob.pe/institucion/chavimochic/noticias/1137251-chavimochic-garantiza-el-suministro-de-agua-a-la-poblacion-afectada-por-huaicos,"(92.34744262695312, 38.3226318359375, 121.81549835205078, 48.14532470703125)",és de su Planta de Trat tadas. (Gob.pe)
3,https://radiorsd.pe/noticias/chimbote-sedachimbote-aprueba-estados-financieros-del-2024,"(472.9764099121094, 87.43603515625, 492.0078430175781, 97.25872802734375)",do de la Municipalida 2024. (RSD)
3,http://imacorpplataforma.com/wp-content/uploads/2025/03/EL-COMERCIO-NACIONAL-8-INUNDACIONES-EN-SAN-MARTIN-DEJAN-MAS-DE-2500-PERJUDICADOS-31-03-2025.jpg,"(131.63818359375, 215.744873046875, 180.7515869140625, 225.56756591796875)",j abilitadas y una fue destruida Martín. (El Comercio)
3,http://imacorpplataforma.com/wp-content/uploads/2025/03/PERU21-PERU-17-LLUVIAS-INUNDAN-HOSPITAL-JERUSALEN-31-03-2025.jpg,"(400.5341491699219, 255.03558349609375, 431.84393310546875, 264.8582763671875)","s fue el hospital Jerusal agua. (Perú 21, Correo"
3,http://imacorpplataforma.com/wp-content/uploads/2025/03/CORREO-PERU-10-LA-LIBERTAD-LLUVIAS-Y-HUAICOS-AFECTAN-MAS-DE-1400-VIVIENDAS-31-03-2025.jpg,"(436.7552795410156, 255.03558349609375, 464.381591796875, 264.8582763671875)","ospital Jerusalén, en e erú 21, Correo)"
3,https://www.gob.pe/institucion/proinversion/noticias/1137178-proinversion-8-y-9-de-abril-lima-sera-sede-del-foro-internacional-sobre-asociacion-publico-privada,"(431.2300109863281, 371.0660095214844, 460.69805908203125, 380.888671875)",de PPP Américas 202 e abril. (Gob.pe)
3,http://imacorpplataforma.com/wp-content/uploads/2025/03/GESTION-DESTAQUE-2-3-GOBIERNO-AVANZA-CON-ANALISIS-DE-CALIDAD-REGULATORIA-PERO-DESATIENDE-NUMERO-DE-TRAMITES-31-03-2025.jpg,"(161.10621643066406, 420.1794128417969, 192.41603088378906, 430.0021667480469)",y ( ategias que se se aplica tentes. (Gestión)
