Page,URL,Rect,Context
2,https://www.apnoticias.pe/peru/andina/dia-mundial-del-agua-sunass-invita-a-comunidad-educativa-a-participar-en-concurso-escolar-1409800,"(184.4351043701172, 28.5, 230.47894287109375, 38.3226318359375)","Gmail - RV Andina, AP Noticias, Correo a)"
2,https://diariocorreo.pe/edicion/arequipa/dia-mundial-del-agua-en-arequipa-promueven-concurso-escolar-gota-de-oro-2025-noticia/,"(235.3902587890625, 28.5, 263.0165710449219, 38.3226318359375)","Gmail - RV: Resume oticias, Correo, Stereo"
2,https://stereovilla.pe/detalles/311?fbclid=IwY2xjawJNW3NleHRuA2FlbQIxMQABHYTCNMNWDEvDx9U4DtIY8W-0ZdHHx26m6tyjNV2UCWXEZhki8l_KFKxDqg_aem_FHC9S90xhCb5m5j7bbp7bg,"(267.92791748046875, 28.5, 313.97174072265625, 38.3226318359375)","ail - RV: Resumen informativo | Correo, Stereo Villa, El Info"
2,https://elinformanteperu.com/index.php/2025/03/22/dia-mundial-del-agua-sunass-invita-a-escolares-a-participar-del-concurso-escolar-gota-de-oro-2025/,"(318.8830871582031, 28.5, 372.2939147949219, 38.3226318359375)","men informativo | Del 22 a 24 de m eo Villa, El Informante, El Info"
2,https://www.facebook.com/share/p/1BUBSCd9oN/,"(377.8191833496094, 28.5, 431.2300109863281, 38.3226318359375)","Del 22 a 24 de marzo de 2025 mante, El Informante, Página"
2,https://pagina3.pe/sociedad/convocan-a-escolares-y-docentes-a-concurso-sobre-uso-del-agua/,"(436.141357421875, 28.5, 471.74859619140625, 38.3226318359375)","marzo de 2025 mante, Página 3, Radio"
2,https://www.infobae.com/peru/2025/03/22/que-significa-vivir-sin-agua-en-el-peru/,"(239.0737762451172, 103.39794921875, 269.1557312011719, 113.22064208984375)","g ero en realidad solo el 5 ucha”. (Infobae, Infoba"
2,https://www.facebook.com/share/p/1EZACvKjRv/,"(274.0671081542969, 103.39794921875, 304.1490478515625, 113.22064208984375)","alidad solo el 5 % tenía nfobae, Infobae)"
2,https://rpp.pe/peru/actualidad/dia-mundial-del-agua-en-el-peru-existen-mas-de-400-obras-y-proyectos-de-agua-y-saneamiento-paralizados-noticia-1622862,"(364.9269104003906, 168.47320556640625, 394.39495849609375, 178.2958984375)","p , Cajamarca y Lima, se P Data. (RPP.pe, RPP, E"
2,https://www.facebook.com/rppnoticias/posts/pfbid02hpYw8uhLxyLPB97Z8Ae4GJn2rVnT1DcDHwQ2B1R57Buref5BwZgpQEfk9oQFkvqkl?rdid=u79UHMeQdh0iBgdN,"(399.3063049316406, 168.47320556640625, 418.3377380371094, 178.2958984375)","p rca y Lima, según in RPP.pe, RPP, El Pop"
2,http://imacorpplataforma.com/wp-content/uploads/2025/03/EL-POPULAR-ACTUALIDAD-3-MAS-DE-400-OBRAS-PARALIZADAS-23-03-2025.jpg,"(423.2491149902344, 168.47320556640625, 464.381591796875, 178.2958984375)","p Lima, según información d e, RPP, El Popular)"
2,https://rpp.pe/campanas/valor-compartido/dia-mundial-del-agua-el-reto-de-garantizar-su-acceso-y-sostenibilidad-noticia-1623391?ref=rpp,"(227.4093475341797, 233.5484619140625, 245.82684326171875, 243.37115478515625)",g omar acciones para curso. (RPP)
2,https://jornada.com.pe/inspeccionan-canal-del-rio-cachi-ante-riesgo-de-deslizamientos-por-lluvias/,"(433.6856994628906, 288.80108642578125, 466.22332763671875, 298.62371826171875)","e podrían afectar el sum esgos. (Jornada, Jornad"
2,https://www.youtube.com/watch?v=2979hFDpcWI,"(471.1346740722656, 288.80108642578125, 541.1212768554688, 298.62371826171875)","p afectar el suministro. La ornada, Jornada YouTube)"
2,https://diarioviral.pe/norte/arequipa-sunass-pide-transferencia-de-planta-de-agua-en-la-joya-39834,"(48.14536666870117, 344.0537109375, 65.948974609375, 353.8763732910156)","q p Benavides, s (Viral)"
2,https://diariocorreo.pe/edicion/huancayo/pese-a-antiguedad-de-tuberias-huancayo-no-cuenta-con-un-plan-para-renovarlas-noticia/,"(487.0965270996094, 454.5588073730469, 514.7228393554688, 464.381591796875)",g p ne contemplada su Alfaro. (Correo)
2,https://diariocorreo.pe/edicion/huancayo/concepcion-tuberias-antiguas-atentan-contra-la-salud-de-16-mil-usuarios-noticia/?ref=dcr,"(48.14536666870117, 529.4568481445312, 75.77165985107422, 539.279541015625)","g Mantaro, el tram (Correo)"
2,https://diariocorreo.pe/edicion/la-libertad/trujillo-se-hunde-y-urge-que-sedalib-ejecute-obras-la-libertad-peru-noticia/,"(499.98876953125, 584.70947265625, 527.6151123046875, 594.5321655273438)",p consecuencia illones (Correo)
2,https://diariocorreo.pe/edicion/la-libertad/cuatro-dias-mas-para-tapar-forados-en-la-avenida-espana-trujillo-la-libertad-peru-noticia/,"(522.7037353515625, 639.9619750976562, 549.7161254882812, 649.7847290039062)",os para reparar s más. (Correo)
2,https://diariocorreo.pe/edicion/ica/ica-vecinos-de-san-idelfonso-exigen-agua-potable-de-calidad-en-la-tinguina-noticia/?ref=dcr,"(354.49029541015625, 704.4234008789062, 382.1166076660156, 714.24609375)","p or, denunció que las s ecinos. (Correo)"
2,https://diariocorreo.pe/edicion/ica/dia-mundial-del-agua-solo-el-13-de-hogares-en-ica-accede-a-este-servicio-las-24-horas-del-dia-noticia/,"(237.23202514648438, 771.3403930664062, 264.85833740234375, 781.1630859375)",g suministro de agua dur ación. (Correo)
3,https://ancashnoticias.com/2025/03/22/deslizamiento-en-carhuaz-bloquea-via-y-deja-sin-agua-potable-a-la-poblacion/,"(320.1109313964844, 48.14532470703125, 384.572265625, 57.96795654296875)",p pampa. El deslizamiento tambié rvicio. (Áncash Noticias)
3,https://diariocorreo.pe/edicion/huanuco/huanuco-vecinos-preocupados-por-buzon-de-desague-abierto-que-representa-un-peligro-noticia/,"(98.48661804199219, 97.25872802734375, 126.11290740966797, 107.08135986328125)",nas de todas las edade orada. (Correo)
3,https://www.instagram.com/siscomtv.oficial/reel/DHjKpTAMCVA/,"(143.3026123046875, 146.37213134765625, 186.89076232910156, 156.19488525390625)",y Hasta el cierre de esta nota ediata. (Siscom TV)
3,https://www.youtube.com/watch?v=ALJmf22cDZk,"(130.4103546142578, 185.662841796875, 197.32736206054688, 195.48553466796875)",g Sedapal ha emitido un recibo co edidor. (Exitosa YouTube)
3,https://rotafono.pe/casos/lima-independencia-independencia-vecinos-del-asentamiento-humano-bellavista-reportan-que-no-tienen-agua-11006/,"(347.7372131347656, 224.95355224609375, 384.572265625, 234.7762451171875)","p q g o humano Bellavista, ubi marzo. (Rotafono)"
3,http://imacorpplataforma.com/wp-content/uploads/2025/03/CORREO-PERU-18-CALLES-DE-TRUJILLO-COLAPSAN-CON-ENORMES-FORADOS-23-03-2025.jpg,"(464.381591796875, 279.59222412109375, 491.3939514160156, 289.4149169921875)",g j Municipalidad Provinci ciones. (Correo)
3,http://imacorpplataforma.com/agua-y-saneamiento/exitosa-huancayo-pobladores-contra-la-privatizacion-del-agua-23-03-2025/,"(458.8563232421875, 326.86395263671875, 531.298583984375, 336.68658447265625)",ancayo hasta la plaza 1620. (Exitosa Huancayo)
3,https://andina.pe/agencia/noticia-destinan-cerca-s-400-millones-creditos-para-reducir-brecha-hidrica-y-saneamiento-1023291.aspx,"(119.97373962402344, 455.7867126464844, 147.6000213623047, 465.609375)","que, en 2024, consiguie agua. (Andina)"
3,https://elpopular.pe/actualidad/2025/03/23/pnsr-aclara-situacion-de-contratos-con-arana-consultores-sac-tras-cuestionamientos-publicos-422993,"(464.381591796875, 504.8999938964844, 506.12799072265625, 514.722900390625)",e comunicación difundiera ativos. (El Popular)
3,https://macronorte.pe/2025/03/21/casa-grande-concejo-municipal-aprueba-integracion-de-servicios-de-agua-potable-y-saneamiento-a-sedalib/,"(121.20156860351562, 563.836181640625, 166.63148498535156, 573.6588134765625)",y a prestación eficiente y sos antes. (Macronorte)
3,https://www.gob.pe/institucion/cenepred/noticias/1129965-cenepred-contribuye-a-la-actualizacion-de-los-escenarios-de-riesgo-de-los-sistemas-de-agua-y-saneamiento-de-lima-y-callao,"(425.70477294921875, 603.1270141601562, 455.1728210449219, 612.9496459960938)",g y go de para el sistema d dapal. (Gob.pe)
3,https://pachamamaradio.org/juliaca-proyecto-de-agua-y-desague-avanza-con-licitaciones-internacionales-por-mas-de-1-651-millones-de-soles/,"(220.65625, 652.2402954101562, 271.6114196777344, 662.0629272460938)",y g g y proyecto cuenta con un pres lones. (Pachamama)
3,http://imacorpplataforma.com/wp-content/uploads/2025/03/EL-COMERCIO-REVISTA-SOMOS-15-AL-RESCATE-DEL-AGUA-22-03-2025.jpg,"(270.3835754394531, 681.70849609375, 319.49700927734375, 691.5311279296875)","do conmemora el Día Mund miento. (El Comercio, Correo"
3,https://imacorpplataforma.com/wp-content/uploads/2025/03/CORREO-FOCO-15-EN-EL-DIA-MUNDIAL-DEL-AGUA-SU-CONSERVACION-ES-VITAL-23-03-2025.jpg,"(324.4083251953125, 681.70849609375, 352.0346374511719, 691.5311279296875)","a el Día Mundial del Ag mercio, Correo)"
3,http://imacorpplataforma.com/wp-content/uploads/2025/03/EL-PERUANO-POLITICA-2-ESTADO-BUSCA-ASEGURAR-EL-AGUA-23-03-2025-scaled.jpg,"(263.6304931640625, 730.82177734375, 308.44647216796875, 740.6444091796875)",p el último año en la ejecució ciones. (El Peruano)
3,http://imacorpplataforma.com/wp-content/uploads/2025/03/EL-COMERCIO-AUDIENCIAS-VECINALES-16-17-ALCALDE-VARGAS-SE-COMPROMETE-A-IDENTIFICAR-Y-FISCALIZAR-FABRICAS-INFORMALES-23-03-2025.jpg,"(106.4675521850586, 789.7579345703125, 155.58096313476562, 799.5806274414062)","ntarillado. La municipalidad a (…)"". (El Comercio)"
4,http://imacorpplataforma.com/wp-content/uploads/2025/03/PERU21-ESPECIAL-7-8-PARA-NOSOTROS-ES-IMPORTANTE-DAR-SOPORTE-AL-TEMA-HIDRICO-22-03-2025-scaled.jpg,"(132.25209045410156, 57.96795654296875, 163.56190490722656, 67.79083251953125)",an cada año un estrés mundo. (Perú 21)
4,https://www.expreso.com.pe/opinion/sin-agua-para-todos-la-crisis-del-agua-potable-en-el-peru/,"(76.99949645996094, 126.726806640625, 110.15105438232422, 136.5494384765625)","p conexión a una red de a Piura”. (Expreso, Expres"
4,http://imacorpplataforma.com/wp-content/uploads/2025/03/EXPRESO-JUDICIAL-10-SIN-AGUA-PARA-TODOS-LA-CRISIS-DEL-AGUA-POTABLE-EN-EL-PERU-23-03-2025-scaled.jpg,"(115.0624008178711, 126.726806640625, 148.21395874023438, 136.5494384765625)","a una red de agua potab xpreso, Expreso)"
4,https://andina.pe/agencia/noticia-gobierno-declara-estado-emergencia-54-distritos-lluvias-intensas-1023198.aspx,"(469.9068298339844, 264.8582763671875, 498.1470642089844, 274.68096923828125)","p os, Pasco, Puno, San pacto. (Andina, El Com"
4,http://imacorpplataforma.com/wp-content/uploads/2025/03/EL-COMERCIO-NACIONAL-18-DECLARAN-54-DISTRITOS-DEL-PAIS-EN-EMERGENCIA-POR-LLUVIAS-23-03-2025-1.jpg,"(503.0583801269531, 264.8582763671875, 552.1718139648438, 274.68096923828125)","p co, Puno, San Martín Andina, El Comercio)"
4,http://imacorpplataforma.com/wp-content/uploads/2025/03/EL-PERUANO-ECONOMIA-10-MAYOR-IRRIGACION-AGRICOLA-22-03-2025-scaled.jpg,"(208.99180603027344, 304.14910888671875, 253.8077850341797, 313.9718017578125)","co-privada (APP), reveló el Carpio. (El Peruano)"
4,http://imacorpplataforma.com/wp-content/uploads/2025/03/EL-PERUANO-ECONOMIA-11-INVERSION-PUBLICA-CRECE-A-UN-ALTO-RITMO-Y-BCR-PREVE-MAYOR-ALZA-22-03-2025-scaled.jpg,"(433.6856994628906, 430.0021667480469, 478.5016784667969, 439.8248291015625)",p ces como porcentaje del pr lación. (El Peruano)
4,http://imacorpplataforma.com/wp-content/uploads/2025/03/EL-PERUANO-ECONOMIA-11-BALANZA-COMERCIAL-22-03-2025.jpg,"(219.42840576171875, 488.9383544921875, 263.6304931640625, 498.7610168457031)",xportaciones en enero de e 2024. (El Peruano)
4,https://mail.google.com/mail/u/0/?ui=2&ik=860b8cee4b&view=att&th=195c91ab6be63934&attid=0.2&disp=inline&safe=1&zw,"(43.84794235229492, 686.6198120117188, 182.5933380126953, 695.8286743164062)",image0 1K
4,https://mail.google.com/mail/u/0/?ui=2&ik=860b8cee4b&view=att&th=195c91ab6be63934&attid=0.2&disp=inline&safe=1&zw,"(43.84794235229492, 692.759033203125, 182.5933380126953, 693.9869384765625)",image0 1K
