Page,URL,Rect,Context
2,https://radioondaazul.com/vecinos-de-juliaca-protestan-contra-alza-en-tarifas-de-agua-potable/,"(460.69805908203125, 282.04803466796875, 502.4444274902344, 291.87066650390625)",y g e la tarifa de agua potable alidad. (Onda Azul)
2,https://pachamamaradio.org/juliaca-inundacion-y-desabastecimiento-de-agua/,"(488.93829345703125, 331.16143798828125, 539.279541015625, 340.9841003417969)",p q ienen agua y enfrentan ación. (Pachamama)
2,https://soltvperu.com/evitar-privatizacion-saneamiento-trujillo/,"(425.70477294921875, 390.0975036621094, 452.7171325683594, 399.9201354980469)",g r la puerta a la privatiz danos. (Sol TV)
2,https://www.facebook.com/ExitosaArequipaOficial/videos/656326990315930,"(213.2892303466797, 419.5655822753906, 285.1175842285156, 429.38824462890625)",stos con Sedapar dar solución a l orado. (Exitosa Facebook)
2,https://diariocorreo.pe/edicion/arequipa/piden-transferencia-de-planta-de-tratamiento-de-agua-potable-para-la-joya-en-arequipa-noticia/?ref=dcr,"(509.1976013183594, 458.8563232421875, 536.8238525390625, 468.6789855957031)",quipa (GRA) a la ervicio. (Correo)
2,https://radiorsd.pe/noticias/arsenico-en-huarmey-aqui-los-resultados-de-evaluacion-de-oefa-la-planta-de-filtrado-de,"(464.381591796875, 507.9697265625, 483.41302490234375, 517.7923583984375)",p ración y el edificio de tivas”. (RSD)
2,https://diariodechimbote.com/2025/04/01/empresa-que-ejecuta-obras-de-instalacion-de-gas-deja-aniegos/,"(426.9325866699219, 527.6150512695312, 503.6723327636719, 537.4378051757812)",g ( ) estan. (Diario de Chimbote)
2,https://ahora.com.pe/atoro-masivo-de-aguas-servidas-en-huanuco-por-viviendas-construidas-sobre-buzones-de-seda-huanuco/,"(121.81549835205078, 586.5512084960938, 145.75828552246094, 596.3738403320312)",es de Seda Huánuco ación. (Ahora)
2,https://www.bnamericas.com/es/noticias/peru-impulsara-infraestructura-hidrica,"(86.20826721191406, 715.473876953125, 138.39126586914062, 725.296630859375)",p mandarán un total de US$ 1 lones. (BN Américas)
2,https://diariocorreo.pe/edicion/piura/piura-entregan-tanque-y-mangueras-para-almacenar-agua-en-catacaos-noticia/,"(521.4759521484375, 754.7645874023438, 549.1022338867188, 764.5873413085938)",",000 litros, acaos. (Correo)"
3,https://pachamamaradio.org/vivienda-informara-sobre-millonario-proyecto/,"(48.14536666870117, 38.3226318359375, 98.48661804199219, 48.14532470703125)",civil que supervisa el (Pachamama)
3,http://imacorpplataforma.com/wp-content/uploads/2025/04/EL-PERUANO-POLITICA-4-LIMPIEZA-EN-TRUJILLO-01-04-2025.jpg,"(166.01756286621094, 77.6134033203125, 210.83355712890625, 87.43603515625)",que se encuentran trabajan radas. (El Peruano)
3,http://imacorpplataforma.com/wp-content/uploads/2025/04/EL-PERUANO-ECONOMIA-11-ES-NECESARIO-CONCRETAR-PROYECTOS-MINEROS-01-04-2025-scaled.jpg,"(164.78973388671875, 146.37213134765625, 208.99180603027344, 156.19488525390625)","q ón de aguas de mar, la seg emas. (El Peruano)"
3,http://imacorpplataforma.com/wp-content/uploads/2025/04/DIARIO-UNO-CULTURAL-12-EL-AGUA-Y-LA-LITERATURA-PERUANA-01-04-2025.jpg,"(481.5712585449219, 195.48553466796875, 523.9315795898438, 205.30828857421875)",g eruanidad. Partiendo de ratura. (Diario Uno)
3,http://imacorpplataforma.com/wp-content/uploads/2025/04/EL-PERUANO-POLITICA-2-MINAM-IMPULSA-ECONOMIA-CIRCULAR-01-04-2025.jpg,"(48.14536666870117, 343.43975830078125, 92.96136474609375, 353.2624206542969)",q impulsar inversione (El Peruano)
3,http://imacorpplataforma.com/wp-content/uploads/2025/04/CORREO-CHIQUITAS-8-CONCLUYE-LA-LIMPIEZA-DE-35-KM-DEL-RIO-RIMAC-01-04-2025.jpg,"(185.0490264892578, 382.7304992675781, 212.67530822753906, 392.55316162109375)",olmatación de 35 kilóm entiva. (Correo)
3,http://imacorpplataforma.com/wp-content/uploads/2025/04/GESTION-ECONOMIA-12-PERU-REGISTRA-SU-PEOR-RESULTADO-DESDE-EL-2011-AL-MEDIR-NECESIDADES-BASICAS-01-04-2025.jpg,"(151.28355407714844, 508.5836486816406, 182.5933380126953, 518.4063110351562)","g p Centrum PUCP, compar países. (Gestión)"
3,http://imacorpplataforma.com/wp-content/uploads/2025/04/EL-PERUANO-ECONOMIA-11-FAMILIAS-ACCEDERAN-A-VIVIENDA-PROPIA-01-04-2025-scaled.jpg,"(401.1480712890625, 567.5195922851562, 445.3501281738281, 577.3424682617188)",de construcción de vivienda blicos. (El Peruano)
