Page,URL,Rect,Context
1,https://andina.pe/agencia/noticia-san-marcos-cumple-474-anos-12-mayo-conoce-aqui-programa-aniversario-1028337.aspx,"(204.47000122070312, 266.17999267578125, 243.22000122070312, 278.83001708984375)","z, presidente ejecutiv nass). (Andina, UNMS"
1,https://unmsm.edu.pe/noticias-y-eventos/noticias/noticia-detalle/san-marcos-conmemora-474-anos-de-vida-institucional-con-un-variado-programa-de-aniversario,"(244.83999633789062, 266.17999267578125, 290.8900146484375, 278.83001708984375)","ente ejecutivo de la S ndina, UNMSM)"
1,https://www.elobjetivo.pe/sunass-inicio-3-atenciones-de-denuncia-a-emsapuno-por-falta-de-agua-potable-en-sectores-de-la-ciudad-de-puno/,"(453.0799865722656, 329.42999267578125, 526.1400146484375, 342.0799865722656)","n fiscalizadora, inició S. A. (El Objetivo.pe,"
1,https://radioondaazul.com/sunass-inicia-acciones-contra-emsa-puno-por-grave-desabastecimiento-de-agua-en-multiples-zonas-de-puno/,"(82.80000305175781, 342.0799865722656, 138.66000366210938, 354.7300109863281)","tres procesos de Onda Azul, La De"
1,https://ladecana.pe/sunass-inicia-acciones-legales-contra-emsapuno-por-cortes-de-agua-en-puno/,"(140.27999877929688, 342.0799865722656, 197.97999572753906, 354.7300109863281)","procesos de atención de a Azul, La Decana)"
1,https://www.gacetaucayalina.com/2025/05/sunass-monitorea-adecuada-desinfeccion-del-agua-potable.html,"(435.489990234375, 405.32000732421875, 526.1400146484375, 417.9700012207031)","ción y promover que la lidad. (Gaceta Ucayalina,"
1,https://www.facebook.com/share/p/1AVpMfDczs/,"(82.80000305175781, 417.9700012207031, 182.67999267578125, 430.6199951171875)","población usuaria de la ciu Opinión Sin Límites, Minut"
1,https://www.facebook.com/share/p/15kUeKXC6H/,"(184.2899932861328, 417.9700012207031, 290.8900146484375, 430.6199951171875)","aria de la ciudad de Pucallpa reciba mites, Minuto Cero Noticias, Chara"
1,https://www.facebook.com/share/p/15qghShx33/,"(292.5, 417.9700012207031, 356.30999755859375, 430.6199951171875)","callpa reciba un servicio de oticias, Charapa TV)"
1,https://pachamamaradio.org/gota-de-oro-sunass-invita-a-colegios-a-participar-en-concurso-escolar-sobre-cuidado-del-agua-potable/?fbclid=IwY2xjawJ_ZTJleHRuA2FlbQIxMQBicmlkETFwdWhoVWFoWVZ5ZDZzZWlvAR7yQDUbFIeG641nIo6_fUONhrAWzQwS2OQ1llbdJ4vtcjzXYg88hgEycOr-Pw_aem_RTEfVUWHlwLcw4An0aHjCQ,"(330.42999267578125, 493.8599853515625, 429.239990234375, 506.510009765625)","Gota de Oro, que busca promover ento. (Radio Pachamama, Pach s Perú, Fama Tv, El Objetivo.pe"
1,https://www.facebook.com/share/p/1F8gx4wghr/,"(431.6099853515625, 493.8599853515625, 497.8699951171875, 506.510009765625)","ca promover la valoración mama, Pachamama, radio l Objetivo.pe, El Objetivo,"
