Page,URL,Rect,Context
1,https://busquedas.elperuano.pe/dispositivo/NL/2378649-1,"(457.62847900390625, 418.95166015625, 538.6656494140625, 428.77435302734375)","unass. (El Peruano, Normas"
1,https://busquedas.elperuano.pe/dispositivo/NL/2378649-1,"(45.075775146484375, 428.77435302734375, 76.99949645996094, 438.5970458984375)",Sunass. Res. N Legales)
1,https://busquedas.elperuano.pe/dispositivo/NL/2379101-1,"(207.15005493164062, 458.2424011230469, 322.56658935546875, 468.0650939941406)","irectivo Nº 000007-2025-OTASS-CD.- Aprue iento”. (El Peruano, Normas Legales)"
1,https://especial.larepublica.pe/la-republica-sostenible/2025/03/10/exposicion-resalta-rol-de-mujer-en-el-cuidado-del-agua-357920,"(311.51605224609375, 568.1336669921875, 363.6990661621094, 577.9563598632812)",17 marzo en la alameda Orr labor. (La República)
1,https://ciencias.cayetano.edu.pe/noticias/estudiantes-de-ingenieria-ambiental-obtienen-beca-en-el-programa-de-extension-universitaria-2025-de-la-sunass/,"(48.14536666870117, 627.0697631835938, 86.82218170166016, 636.8924560546875)",y Regulación de Se (Cayetano)
1,https://www.gob.pe/institucion/wasimikuna/noticias/1123762-wasi-mikuna-y-sunass-unidos-para-garantizar-agua-segura-en-escuelas-de-la-libertad,"(208.3778839111328, 686.005859375, 237.845947265625, 695.8285522460938)",mpromiso para monitore bertad. (Gob.pe)
1,https://imacorpplataforma.com/sunass/sunass-fiscaliza-proceso-de-tratamiento-de-agua-c31-tv-peru-10-03-2025/,"(193.02993774414062, 754.7646484375, 225.56759643554688, 764.5873413085938)",agua es parte del tratam ación. (TV Perú)
1,https://www.facebook.com/share/p/15ySB3UKXU/,"(412.1985778808594, 794.055419921875, 467.451171875, 803.8781127929688)","de la urbanización Los Moch aúnde. (El Chiclayano, La Esq En tiempo Real Noticias – TV"
1,https://www.facebook.com/share/p/15oJqipvXN/,"(472.36248779296875, 794.055419921875, 517.7924194335938, 803.8781127929688)","ción Los Mochicas, en ayano, La Esquina, ABC l Noticias – TV, El Dato"
1,https://www.facebook.com/share/p/15mtJ2nPDt/,"(522.7037353515625, 794.055419921875, 541.1212768554688, 803.8781127929688)","chicas, en squina, ABC TV, El Dato"
1,https://www.facebook.com/share/p/15mtJ2nPDt/,"(45.075775146484375, 803.8781127929688, 76.38558197021484, 813.7007446289062)","p Chiclayo, debid NORTE, El Info https://mail google com/"
1,https://www.facebook.com/share/p/1A54izj44n/,"(81.29692077636719, 803.8781127929688, 135.32167053222656, 813.7007446289062)","p Chiclayo, debido a la colmatac ORTE, El Informante, Canal mail google com/mail/u/0/?ik=860"
1,https://www.facebook.com/share/v/164vy5SnSA/,"(140.2330322265625, 803.8781127929688, 331.7753601074219, 813.7007446289062)","g q o a la colmatación de los desagües y el hundimiento del colector mante, Canal 21 – En tiempo Real Noticias – Facebook, Canal mail/u/0/?ik=860b8cee4b&view=pt&search=all&permthid=thread-f:18263"
